,法人の名称フリガナ,法人の名称,ホームページアドレス,事業の種類
0,フジシールザイダン,公益財団法人フジシール財団,http://www.fujiseal.co.jp/foundation/index.html,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業"
0,コウエキシャダンホウジンゲキジョウエンシュツクウカンギジュツキョウカイ,公益社団法人劇場演出空間技術協会,https://www.jatet.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
事故又は災害の防止を目的とする事業"
0,コウエキシャダンホウジンオオイタケンケンチクシカイ,公益社団法人大分県建築士会,http://www.oita-shikai.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
事故又は災害の防止を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
国土の利用、整備又は保全を目的とする事業
地域社会の健全な発展を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業
一般消費者の利益の擁護又は増進を目的とする事業"
0,イッパンザイダンホウジンフルヤキョウイクジョセイザイダン,一般財団法人古屋教育助成財団,https://sites.google.com/view/furuya-found/home,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジン　タケナカイクエイカイ,公益財団法人竹中育英会,http://www.takenaka-ikueikai.or.jp/index.html,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジン　マツゾノヒサミキネンザイダン,公益財団法人松園尚己記念財団,mhmf.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンイワキシキョウイクブンカジギョウダン,公益財団法人いわき市教育文化事業団,http://www.iwaki-ec.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンオオニシアオイキネンザイダン,公益財団法人大西・アオイ記念財団,http://www.onishi-aoi.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンオキナキュウイザイダン,公益財団法人翁久允財団,https://okinakyuin.org,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンキタキュウシュウシブンカシンコウザイダン,公益財団法人北九州市芸術文化振興財団,http://www.kicpac.org/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンクマカガクギジュツブンカシンコウカイ,公益財団法人隈科学技術・文化振興会,https://kumafound.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンシンショウカイ,公益財団法人真照会,,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンツチヤブンカシンコウザイダン,公益財団法人土屋文化振興財団,http://www.tsuchiya-zaidan.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジントクベツシセキキュウシズタニガッコウケンショウホゾンカイ,公益財団法人特別史跡旧閑谷学校顕彰保存会,http://shizutani.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンニホンカイジカガクシンコウザイダン,公益財団法人日本海事科学振興財団,https://www.funenokagakukan.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキザイダンホウジンミヤジマトシハルガクジュツザイダン,公益財団法人宮嶋利治学術財団,http://www.zaimiyajima.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキシャダンホウジンカミイナキョウイクカイ,公益社団法人上伊那教育会,http://www.kamiina.jp/index.htm,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業"
0,コウエキシャダンホウジントクシマケンキョウイクカイ,公益社団法人徳島県教育会,https://kyouikukai.org/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
事故又は災害の防止を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジン　カンコクキョウイクザイダン,公益財団法人韓国教育財団,http://www.kref.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
人種、性別その他の事由による不当な差別又は偏見の防止及び根絶を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキザイダンホウジンリュウキュウダイガクコウエンザイダン,公益財団法人琉球大学後援財団,http://zaidan.skr.u-ryukyu.ac.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業"
0,コウエキシャダンホウジントウコウカイ,公益社団法人燈光会,https://www.tokokai.org,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
国政の健全な運営の確保に資することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジントウカキョウイクブンカコウリュウザイダン,公益財団法人東華教育文化交流財団,http://www.donghua.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジンニホンシャシンカキョウカイ,公益社団法人日本写真家協会,https://www.jps.gr.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
一般消費者の利益の擁護又は増進を目的とする事業"
0,イッパンザイダンホウジンイワサキイクエイブンカザイダン,一般財団法人岩崎育英文化財団,http://www.iwasaki-zaidan.org/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンカメイシャカイキョウイクシンコウザイダン,公益財団法人カメイ社会教育振興財団,https://kameimuseum.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンナンカイイクエイカイ,公益財団法人南海育英会,http://www.nankai.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンヒラガゲンナイセンセイケンショウカイ,公益財団法人平賀源内先生顕彰会,https://hiragagennai.com,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキシャダンホウジンシモイナキョウイクカイ,公益社団法人下伊那教育会,http://www.simoinakyoikukai.com/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンハママツシブンカシンコウザイダン,公益財団法人浜松市文化振興財団,http://www.hcf.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地域社会の健全な発展を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業"
0,コウエキザイダンホウジンコダマビジュツカン,公益財団法人児玉美術館,http://www.kodama-art-museum.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジンニホンブンカコウリュウザイダン,公益財団法人日本文化興隆財団,https://www.nihonbunka.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
国政の健全な運営の確保に資することを目的とする事業"
0,コウエキザイダンホウジン　オクイズモタネシゼンハクブツカン,公益財団法人奥出雲多根自然博物館,http://www.tanemuseum.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジン　チイサガタキョウイクカイ,公益財団法人小県教育会,jyosho.com,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンセイチョウノイエシャカイジギョウダン,公益財団法人生長の家社会事業団,http://www.seichonoie-sj.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
思想及び良心の自由、信教の自由又は表現の自由の尊重又は擁護を目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキザイダンホウジンカゴシマキョウイクブンカシンコウザイダン,公益財団法人かごしま教育文化振興財団,http://www.k-kb.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンカトウヤマザキキョウイクキキン,公益財団法人加藤山崎教育基金,https://www.kyef.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンゴイヘイワザイダン,公益財団法人五井平和財団,http://www.goipeace.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジントットリケンキョウイクブンカザイダン,公益財団法人鳥取県教育文化財団,http://kyobun-zaidan.sakura.ne.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンナカノクキョウイクシンコウカイ,公益財団法人中野区教育振興会,http://nakanoku-eps.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンニホンハクブツカンキョウカイ,公益財団法人日本博物館協会,http://www.j-muse.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンニホンブンカキョウイクシンコウザイダン,公益財団法人日本文化教育振興財団,http://nichibun-f.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンハマダヒロスケキネンカン,公益財団法人浜田広介記念館,http://hirosuke-kinenkan.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンヒロシマケンキョウイクジギョウダン,公益財団法人広島県教育事業団,https://h-jigyoudan.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンフクオカケンキョウイクブンカショウガクザイダン,公益財団法人福岡県教育文化奨学財団,http://www.science.pref.fukuoka.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンマツヤマシブンカ・スポーツシンコウザイダン,公益財団法人松山市文化・スポーツ振興財団,https://www.cul-spo.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキザイダンホウジンヤマハハツドウキスポーツシンコウザイダン,公益財団法人ヤマハ発動機スポーツ振興財団,https://www.ymfs.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキシャダンホウジンカドウミショウリュウ,公益社団法人華道未生流,http://www.ikebana.or.jp/kadomishoryu.html,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキシャダンホウジンスワキョウイクカイ,公益社団法人諏訪教育会,http://www.suwa-k.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキシャダンホウジンニホンキョウイクカイ,公益社団法人日本教育会,http://www.nihonkyouikukai.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキシャダンホウジンヒガシチクマシオジリキョウイクカイ,公益社団法人東筑摩塩尻教育会,http://www.enchiku-kyouikukai.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業"
0,コウエキシャダンホウジンタキカワスカイスポーツシンコウキョウカイ,公益社団法人滝川スカイスポーツ振興協会,https://www.takikawaskypark.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
事故又は災害の防止を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンセイリョウカイ,公益財団法人星陵会,http://www.seiryokai.org/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
国政の健全な運営の確保に資することを目的とする事業"
0,コウエキザイダンホウジンイケダキネンスポーツブンカザイダン,公益財団法人池田記念スポーツ文化財団,http://www.ikedaart.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジン　ニホンショクブツエンキョウカイ,公益社団法人日本植物園協会,http://www.syokubutsuen-kyokai.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジン　ハチマンキョウイクカイカン,公益財団法人八幡教育会館,https://www.kyu-banke.com,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンイトウセイショウネンイクセイショウガクカイ,公益財団法人伊藤青少年育成奨学会,http://www.ito-zaidan.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンキョウガクケンシュジョヤスオカマサヒロキネンカン,公益財団法人郷学研修所・安岡正篤記念館,http://www.noushi-kyogaku.com,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンサツマセンダイシミンマチヅクリコウシャ,公益財団法人薩摩川内市民まちづくり公社,http://satsumasendai.or.ip/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンニホンブンカゲイジュツザイダン,公益財団法人日本文化藝術財団,http://jp-artsfdn.org,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンバイホンジュク,公益財団法人培本塾,,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンヒタチシミンカガクブンカザイダン,公益財団法人日立市民科学文化財団,http://www.civic.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンヤイヅシシンコウコウシャ,公益財団法人焼津市振興公社,http://www.yaizu-kosya.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキシャダンホウジンシナノキョウイクカイ,公益社団法人信濃教育会,https://shinkyo.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキシャダンホウジンナガイキョウイクカイ,公益社団法人長井教育会,http://www.jan.ne.jp/~nagaikyouikukai/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジン　フェニックス,公益財団法人ＰＨＯＥＮＩＸ,https://www.phoenixfound.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジンゲンデンフレアイイバラキザダン,公益財団法人げんでんふれあい茨城財団,http://www.genden-ibarakizaidan.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジンジュウハチシンワフルサトシンコウキキン,公益財団法人十八親和ふるさと振興基金,https://nagasaki-keizai.co.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジンダザイフケンショウカイ,公益財団法人太宰府顕彰会,http://dazaifukensyokai.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジントウキョウドウブツエンキョウカイ,公益財団法人東京動物園協会,https://www.tokyo-zoo.net,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジントウキョウトリツトヤマコウトウガッコウコウユウカイ,公益財団法人東京都立戸山高等学校校友会,http://toyamaob.org/koyukai,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
国土の利用、整備又は保全を目的とする事業"
0,コウエキザイダンホウジンヨコハマシミドリノキョウカイ,公益財団法人横浜市緑の協会,https://www.hama-midorinokyokai.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
国土の利用、整備又は保全を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジントヤマシファミリーパークコウシャ,公益財団法人富山市ファミリーパーク公社,http://www.toyama-familypark.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンマツダイラコウエキカイ,公益財団法人松平公益会,http://www.matsudaira.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンイバラキケンキョウイクザイダン,公益財団法人茨城県教育財団,https://www.zaihon.ibk.ed.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業"
0,コウエキシャダンホウジンコウベジョガクインメグミカイ,公益社団法人神戸女学院めぐみ会,https://megumikai.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンギフシキョウイクブンカシンコウジギョウダン,公益財団法人岐阜市教育文化振興事業団,https://gikyobun.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンオキナワキョウカイ,公益財団法人沖縄協会,https://www.okinawakyoukai.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
児童又は青少年の健全な育成を目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンニホンジョウゾウキョウカイ,公益財団法人日本醸造協会,https://www.jozo.or.jp,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業
国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業
一般消費者の利益の擁護又は増進を目的とする事業"
0,コウエキシャダンホウジンワカヤマケンビョウインキョウカイ,公益社団法人和歌山県病院協会,http://www.wabyokyo.or.jp/,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
公衆衛生の向上を目的とする事業"
0,コウエキシャダンホウジンイバラキケンジュウイシカイ,公益社団法人茨城県獣医師会,http://www.ibajyuu.com,"学術及び科学技術の振興を目的とする事業
文化及び芸術の振興を目的とする事業
公衆衛生の向上を目的とする事業
児童又は青少年の健全な育成を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
